Education,Marital_Status,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Income,Month,Year,Day,Day_of_Week,Age_Range,Total_Spend,Total_Purchase
PhD,Single,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,1,0,SP,37929.0,Jul,2013,30,Tue,30-39,265,13
Graduation,Single,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,CA,16813.0,Jul,2013,19,Fri,70-79,50,6
Graduation,Married,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,SP,62187.0,Jul,2013,5,Fri,60-69,1283,18
Graduation,Together,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,SP,57811.0,Jun,2013,24,Mon,50-59,802,25
Master,Together,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,SP,50943.0,Jun,2013,21,Fri,60-69,46,5
Master,Together,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,SP,50943.0,Jun,2013,21,Fri,60-69,46,5
Graduation,Single,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,SP,53201.0,Feb,2013,12,Tue,40-49,415,22
Graduation,Together,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,SA,54414.0,Jan,2013,23,Wed,50-59,211,13
Graduation,Together,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,CA,26290.0,Jan,2013,12,Sat,80-89,77,10
Graduation,Divorced,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,SP,61250.0,Dec,2012,16,Sun,60-69,730,25
Basic,Together,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,SP,28389.0,Nov,2012,20,Tue,70-79,28,4
Master,Single,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,AUS,55250.0,Oct,2012,21,Sun,50-59,903,26
Graduation,Together,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,IND,37758.0,Oct,2012,4,Thur,50-59,40,6
Graduation,Together,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,SP,37758.0,Oct,2012,4,Thur,50-59,40,6
PhD,Married,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,SP,37633.0,Sep,2012,20,Thur,60-69,38,6
PhD,Together,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,SP,33629.0,Aug,2012,8,Wed,50-59,152,13
PhD,Married,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,AUS,36947.0,Aug,2012,7,Tue,50-59,146,11
Graduation,Divorced,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,IND,69142.0,Jun,2014,29,Sun,80-89,535,19
Graduation,Married,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,US,53154.0,Jun,2014,9,Mon,60-69,158,9
PhD,Married,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,SP,65695.0,Jan,2014,31,Fri,60-69,656,21
PhD,Together,0,1,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,GER,69805.0,Jan,2014,21,Tue,80-89,1038,27
2n Cycle,Single,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,SP,36975.0,Dec,2013,28,Sat,40-49,33,5
Graduation,Married,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,SP,26228.0,Sep,2013,22,Sun,40-49,25,4
Master,Married,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,IND,37787.0,Sep,2013,20,Fri,80-89,106,7
PhD,Married,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,SA,37087.0,Aug,2013,11,Sun,40-49,401,17
2n Cycle,Together,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,SP,57247.0,Aug,2013,8,Thur,80-89,232,12
PhD,Married,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,SP,36930.0,May,2013,17,Fri,60-69,297,16
Master,Divorced,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,SA,48721.0,May,2013,13,Mon,50-59,293,17
Master,Married,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,SP,43641.0,Apr,2013,22,Mon,50-59,139,10
Graduation,Married,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,SP,75903.0,Apr,2013,8,Mon,70-79,901,23
Graduation,Married,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,CA,71391.0,Mar,2013,29,Fri,60-69,1043,28
PhD,Married,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,SA,16927.0,Feb,2013,10,Sun,40-49,53,12
Graduation,Divorced,2,1,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,SA,27215.0,Jan,2013,23,Wed,60-69,102,11
Graduation,Married,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,SP,53858.0,Nov,2012,9,Fri,40-49,915,17
Graduation,Single,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,1,0,IND,30983.0,Nov,2012,9,Fri,50-59,167,8
Graduation,Together,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,SP,43462.0,Sep,2012,12,Wed,80-89,240,16
Graduation,Married,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,IND,63943.0,Sep,2012,2,Sun,60-69,1106,17
Graduation,Single,0,0,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,0,0,IND,26816.0,Aug,2012,17,Fri,30-39,22,4
2n Cycle,Together,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,CA,75484.0,Aug,2012,2,Thur,40-49,1159,18
Master,Together,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,SP,33564.0,Jun,2014,24,Tue,50-59,71,6
Master,Married,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,CA,54348.0,Jun,2014,8,Sun,60-69,90,8
Graduation,Married,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,SP,54984.0,May,2014,24,Sat,60-69,358,17
Graduation,Single,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,34738.0,May,2014,11,Sun,30-39,20,5
Graduation,Divorced,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,US,68118.0,Oct,2013,18,Fri,50-59,928,23
Graduation,Divorced,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,SP,68118.0,Oct,2013,18,Fri,50-59,928,23
Graduation,Together,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,AUS,22682.0,Oct,2013,3,Thur,40-49,95,10
Graduation,Married,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,SP,51948.0,Sep,2013,17,Tue,40-49,311,13
Graduation,Married,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,SP,25293.0,Sep,2013,15,Sun,50-59,37,5
Graduation,Married,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,AUS,25293.0,Sep,2013,15,Sun,50-59,37,5
PhD,Married,1,1,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,CA,41551.0,Aug,2013,14,Wed,50-59,279,16
PhD,Together,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,SA,56067.0,Jul,2013,20,Sat,80-89,725,20
Graduation,Married,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,SP,67433.0,Jul,2013,16,Tue,80-89,992,28
Graduation,Together,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,SP,22010.0,Jun,2013,30,Sun,30-39,33,7
2n Cycle,Single,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,SA,64831.0,Jun,2013,10,Mon,80-89,1120,22
Graduation,Married,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SA,62820.0,May,2013,11,Sat,60-69,976,14
Graduation,Married,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SP,62820.0,May,2013,11,Sat,60-69,976,14
2n Cycle,Divorced,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,CA,78353.0,Apr,2013,16,Tue,60-69,1576,24
Master,Married,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,SP,57183.0,Mar,2013,19,Tue,50-59,610,25
Graduation,Single,0,0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,US,23478.0,Mar,2013,19,Tue,50-59,129,7
Graduation,Single,1,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,SP,30168.0,Mar,2013,7,Thur,40-49,279,18
Graduation,Married,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,SP,37155.0,Jan,2013,31,Thur,30-39,74,7
Basic,Single,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,SP,16581.0,Jan,2013,12,Sat,30-39,24,4
Graduation,Married,1,1,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,US,41850.0,Dec,2012,24,Mon,40-49,96,9
Master,Divorced,0,0,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0,CA,81380.0,Dec,2012,22,Sat,50-59,1893,17
Graduation,Together,1,1,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,SA,56386.0,Oct,2012,27,Sat,40-49,612,25
Graduation,Divorced,1,0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,GER,25818.0,Oct,2012,18,Thur,50-59,28,4
Graduation,Together,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,SP,15345.0,Aug,2012,31,Fri,30-39,47,6
Master,Together,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,SP,57954.0,Jun,2014,18,Wed,40-49,493,23
Graduation,Married,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,SP,50300.0,May,2014,25,Sun,80-89,270,13
PhD,Married,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,SP,38725.0,May,2014,10,Sat,60-69,45,7
2n Cycle,Together,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,SP,10404.0,May,2014,4,Sun,30-39,43,7
Basic,Single,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,SA,26868.0,Apr,2014,30,Wed,30-39,14,4
Graduation,Widow,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,SP,72298.0,Mar,2014,10,Mon,70-79,939,14
Graduation,Married,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,SP,72905.0,Jan,2014,21,Tue,60-69,1515,20
Graduation,Single,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,US,47025.0,Nov,2013,7,Thur,40-49,415,17
Graduation,Single,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,SA,29938.0,Oct,2013,27,Sun,30-39,26,6
PhD,Together,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SP,46681.0,Oct,2013,8,Tue,70-79,425,16
PhD,Together,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SA,46681.0,Oct,2013,8,Tue,70-79,425,16
Master,Single,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,SP,29548.0,Aug,2013,29,Thur,50-59,29,5
Master,Married,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,GER,62058.0,May,2013,26,Sun,60-69,450,18
Master,Together,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,AUS,52247.25135379061,May,2013,18,Sat,50-59,721,25
PhD,Single,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP,36736.0,May,2013,10,Fri,50-59,17,4
Master,Single,1,1,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,CA,8820.0,Mar,2013,22,Fri,80-89,35,10
Basic,Together,0,1,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,IND,14918.0,Dec,2012,7,Fri,50-59,43,5
Graduation,Together,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,SP,56715.0,Dec,2012,5,Wed,40-49,1020,15
Basic,Together,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,IND,24882.0,Sep,2012,9,Sun,40-49,80,5
Basic,Together,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,SP,24882.0,Sep,2012,9,Sun,40-49,80,5
Master,Together,1,1,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,SA,40442.0,Aug,2012,19,Sun,80-89,169,12
2n Cycle,Divorced,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,SP,64176.0,Aug,2012,3,Fri,50-59,1826,33
PhD,Married,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,SP,23536.0,Jun,2014,4,Wed,30-39,10,4
Graduation,Divorced,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,SA,35246.0,Apr,2014,16,Wed,60-69,62,11
Graduation,Married,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,SP,28442.0,Feb,2014,24,Mon,40-49,57,10
Graduation,Married,1,1,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,SP,48195.0,Jan,2014,21,Tue,60-69,265,17
2n Cycle,Single,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,SA,74116.0,Dec,2013,30,Mon,80-89,2052,19
Master,Together,0,0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,SA,78093.0,Dec,2013,11,Wed,70-79,1105,17
Master,Divorced,1,1,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,US,59354.0,Nov,2013,15,Fri,80-89,310,15
2n Cycle,Together,1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,SA,36301.0,Oct,2013,25,Fri,40-49,78,7
Master,Single,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,SP,77598.0,Oct,2013,1,Tue,70-79,1735,26
Graduation,Married,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,SP,62710.0,May,2013,23,Thur,80-89,606,22
Graduation,Together,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,SP,36317.0,May,2013,22,Wed,50-59,133,9
PhD,Single,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,SA,42767.0,May,2013,11,Sat,50-59,131,7
Master,Married,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,SP,43815.0,Apr,2013,5,Fri,80-89,79,6
Graduation,Divorced,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,SP,44421.0,Feb,2013,15,Fri,50-59,189,14
PhD,Divorced,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,AUS,48948.0,Feb,2013,1,Fri,70-79,902,24
PhD,Divorced,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,SA,48948.0,Feb,2013,1,Fri,70-79,902,24
Master,Divorced,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,SP,63120.0,Sep,2012,28,Fri,70-79,1477,26
PhD,Married,1,1,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,SA,55517.0,Sep,2012,27,Thur,70-79,633,23
Graduation,Single,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,AUS,36864.0,Aug,2012,13,Mon,60-69,354,14
2n Cycle,Together,0,0,53,32,2,1607,12,4,22,0,0,0,1,0,0,1,0,0,0,0,0,IND,52247.25135379061,Aug,2012,12,Sun,40-49,1679,1
Graduation,Divorced,0,0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,1,0,AUS,82582.0,Jun,2014,7,Sat,40-49,1617,21
Graduation,Divorced,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,SP,79803.0,Jun,2014,2,Mon,60-69,868,13
PhD,Single,0,1,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,SA,52569.0,Apr,2014,5,Sat,50-59,95,7
PhD,Widow,0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND,82032.0,Apr,2014,5,Sat,70-79,1234,17
PhD,Widow,0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND,82032.0,Apr,2014,5,Sat,70-79,1234,17
Graduation,Married,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,CA,65685.0,Mar,2014,29,Sat,80-89,769,21
Graduation,Married,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,AUS,65685.0,Mar,2014,29,Sat,80-89,769,21
PhD,Together,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,SP,40451.0,Feb,2014,16,Sun,60-69,49,5
2n Cycle,Divorced,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,GER,31163.0,Feb,2014,13,Thur,40-49,38,5
2n Cycle,Divorced,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,CA,31163.0,Feb,2014,13,Thur,40-49,38,5
Graduation,Married,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,SA,35704.0,Jan,2014,3,Fri,80-89,94,9
Graduation,Single,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,7500.0,Dec,2013,26,Thur,40-49,57,11
Graduation,Together,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,SP,36075.0,Dec,2013,9,Mon,30-39,119,7
PhD,Together,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,GER,70038.0,Oct,2013,25,Fri,80-89,1244,17
PhD,Together,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,AUS,70038.0,Oct,2013,25,Fri,80-89,1244,17
Graduation,Together,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,SA,71796.0,Oct,2013,24,Thur,50-59,960,17
2n Cycle,Together,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,47821.0,Oct,2013,20,Sun,50-59,47,5
PhD,Married,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,SP,45503.0,Sep,2013,25,Wed,40-49,170,9
Graduation,Single,1,0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,0,SP,28647.0,Aug,2013,21,Wed,40-49,94,7
Master,Divorced,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,SP,37760.0,Aug,2013,11,Sun,80-89,54,6
PhD,Together,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,SP,85431.0,Jun,2013,8,Sat,80-89,1165,17
2n Cycle,Married,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,72635.0,Jun,2013,3,Mon,60-69,981,21
2n Cycle,Married,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,72635.0,Jun,2013,3,Mon,60-69,981,21
Graduation,Married,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,SP,77142.0,May,2013,29,Wed,70-79,990,17
Graduation,Together,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,IND,53172.0,May,2013,6,Mon,40-49,486,16
Graduation,Single,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,SP,36065.0,Mar,2013,31,Sun,50-59,74,9
Graduation,Together,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,CA,73926.0,Mar,2013,2,Sat,40-49,1580,24
Graduation,Single,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,AUS,35790.0,Jan,2013,2,Wed,40-49,72,7
Graduation,Divorced,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,SP,39552.0,Dec,2012,18,Tue,80-89,384,20
2n Cycle,Together,0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,SP,68316.0,Nov,2012,4,Sun,50-59,1211,32
PhD,Together,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,SA,102160.0,Nov,2012,2,Fri,40-49,1240,26
Master,Widow,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,SA,51390.0,Sep,2012,8,Sat,50-59,353,18
Graduation,Single,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,SA,72066.0,Jun,2014,23,Mon,40-49,1792,17
Graduation,Together,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,IND,21675.0,Jun,2014,11,Wed,40-49,45,10
Graduation,Married,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,48006.0,Jun,2014,9,Mon,50-59,41,5
Graduation,Married,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,SP,65106.0,May,2014,24,Sat,40-49,973,27
Graduation,Divorced,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,SP,58401.0,Apr,2014,20,Sun,60-69,96,6
Graduation,Married,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,SA,29315.0,Apr,2014,6,Sun,60-69,48,10
Master,Single,1,1,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,AUS,49389.0,Aug,2013,29,Thur,70-79,65,6
PhD,Together,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,SA,51717.0,Aug,2013,20,Tue,50-59,122,8
2n Cycle,Widow,1,1,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,SA,46779.0,Jul,2013,12,Fri,60-69,23,4
Master,Married,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,SP,28520.0,Jun,2013,14,Fri,60-69,43,5
Graduation,Single,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,SP,34377.0,Jan,2013,19,Sat,50-59,114,8
PhD,Divorced,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,SP,54959.0,Jan,2013,19,Sat,60-69,1232,21
Master,Together,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,AUS,82384.0,Nov,2012,19,Mon,60-69,1957,27
Graduation,Single,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,SP,46998.0,Oct,2012,22,Mon,60-69,377,18
Graduation,Together,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,US,58554.0,Sep,2012,26,Wed,50-59,586,22
Graduation,Together,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,IND,58554.0,Sep,2012,26,Wed,50-59,586,22
PhD,Divorced,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,SP,57333.0,Sep,2012,22,Sat,60-69,1662,33
Graduation,Together,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,SP,80685.0,Aug,2012,22,Wed,20-29,1004,21
Graduation,Together,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,SP,52117.0,Aug,2012,16,Thur,50-59,279,13
PhD,Together,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,GER,62220.0,Aug,2012,11,Sat,80-89,1226,23
PhD,Together,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,CA,64014.0,Jun,2014,10,Tue,70-79,444,22
PhD,Together,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,SA,64014.0,Jun,2014,10,Tue,70-79,444,22
Master,Divorced,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,US,46390.0,May,2014,5,Mon,60-69,222,10
Graduation,Together,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,GER,75507.0,May,2014,2,Fri,40-49,1440,21
Graduation,Together,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,AUS,75507.0,May,2014,2,Fri,40-49,1440,21
Master,Married,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,SP,59412.0,Apr,2014,19,Sat,70-79,406,15
PhD,Divorced,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,SP,50616.0,Apr,2014,18,Fri,50-59,149,10
Master,Together,1,1,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,SA,35924.0,Mar,2014,23,Sun,50-59,34,5
2n Cycle,Married,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,SA,57937.0,Feb,2014,16,Sun,80-89,683,20
PhD,Married,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,SP,73356.0,Feb,2014,6,Thur,30-39,1512,22
Master,Together,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,SP,21255.0,Jan,2014,21,Tue,40-49,61,11
Master,Married,0,1,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,SA,58494.0,Dec,2013,12,Thur,40-49,396,16
Graduation,Married,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,SA,72460.0,Nov,2013,14,Thur,50-59,1047,16
